"FONDO","CONCURSO","ANIO","CONTRATO","TITULO","FECHA_INICIO","FECHA_FIN","NOMBRE_SOLICITANTE","DISTRITO","PROVINCIA","DEPARTAMENTO","UBIGEO","MONTO_RNR","MONTO_FINANCIERO","MONTO_NO_FINANCIERO","MONEDA","FECHA_CORTE"
"FINCYT I","ECT",2009,"109-FINCYT-EQUIP-2009","EQUIPAMIENTO PARA EL DESARROLLO DE LA AGRICULTURA CONTRIBUYENDO A LA TECNIFICACION DE LA AGRICULTURA.",20100714,20120714,"INSTITUTO NACIONAL DE INNOVACION AGRARIA","LA MOLINA","LIMA","LIMA",150114,140487.6600,26096.2100,89360.1800,"SOLES",20231030
"FINCYT I","ECT",2009,"112-FINCyT-EQUIP-2009","PREPARAR ARCILLAS APILARADAS NANOPARTICULADAS Y REALIZAR EL DOPAJE DE LOS XIDOS DE CU-MN Y FE-MN EN LA ESTRUCTURA DE LA ARCILLA MODIFICADA (PILC)","","","UNIVERSIDAD NACIONAL DE INGENIERIA UNI","RIMAC","LIMA","LIMA",150128,168000.0000,42000.0000,0.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"110-FINCYT-EQUIP-2009","EQUIPAMIENTO DEL CENTRO TEGNOLOGICO TEXTIL PARA EL IMPULSO AL AREA DE DESARROLLO\, INVESTIGACION Y ENTRENAMIENTO EN PROCESOS DE ESTAMPADO TEXTIL.",20100219,20120219,"SERVIC NAC DE ADIESTRAM EN TRABAJ INDUST","INDEPENDENCIA","LIMA","LIMA",150112,279129.0000,43075.9000,103070.0500,"SOLES",20231030
"FINCYT I","ECT",2009,"091-FINCYT-EQUIP-2009","PARA UN RPIDO DESARROLLO Y OPTIMIZACIÓN DE LOS MTODOS DE PURIFICACIN",20120228,20140727,"UNIVERSIDAD NACIONAL DE INGENIERIA UNI","RIMAC","LIMA","LIMA",150128,280000.0000,70000.0000,0.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"108-FINCYT-EQUIP-2009","MEJORAR LOS PROCESOS DE PRODUCCION Y PRESTACION DE SERVICIOS EN LA FORMACION PROFESIONAL\, PARA EL DESARROLLO DE PRODUCCION DE SEMILLA DE TILAPIA DE ALTA CALIDAD.",20100119,20120119,"UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","LA MOLINA","LIMA","LIMA",150114,43546.7600,4972.7500,26204.5400,"SOLES",20231030
"FINCYT I","ECT",2009,"095-FINCYT-EQUIP-2009","DESARROLLO DE TESIS DE POSGRADO QUE REQUIERAN REALIZAR ESTUDIOS A NIVEL DE ULTRAESTRUCTURA Y CAPACITAR A LOS ESTUDIANTES DE POSGRADO EN EL USO DE ESTOS EQUIPOS.",20100208,20120208,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","LIMA","LIMA","LIMA",150101,62120.8700,7776.3000,6600.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"098-FINCYT-EQUIP-2009","POTENCIAR LA INVESTIGACION SOBRE CAMPOS ELECTROMAGNETICOS PRODUCIDOS POR LAS REDES DE TELECOMUNICACIONES",20100317,20120317,"UNIDAD EJECUTORA 002 - INICTEL-UNI","SAN BORJA","LIMA","LIMA",150130,212400.0000,23600.0000,124000.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"100-FINCYT-EQUIP-2009","IMPLEMENTACION DE UN CLUSTER DE COMPUTADORAS DE PC",20100531,20120531,"UNIVERSIDAD PERUANA CAYETANO HEREDIA","SAN MARTIN DE PORRES","LIMA","LIMA",150135,187100.0000,24911.0000,37089.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"099-FINCYT-EQUIP-2009","ALCANZAR CON ESTE EQUIPAMIENTO LOS NIVELES DE LOS LABORATORIOS DE INVESTIGACIÓN DE EE.UU. Y EUROPA",20100323,20120323,"UNIVERSIDAD PERUANA CAYETANO HEREDIA","SAN MARTIN DE PORRES","LIMA","LIMA",150135,246905.4000,45140.0000,0.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"102-FINCyT-EQUIP-2009","SEIS ESTACIONES METEREOLOGICAS Y ACCESORIOS PARA MITIGACION  DE LOS EFECTOS DEL FENOMENO CLIMATICO DE EL NIÑO EN LAS ACTIVIDADES PRODUCTIVAS Y EN LA POBLACION.",20100223,20120223,"UNIVERSIDAD DE PIURA","PIURA","PIURA","PIURA",200101,231973.1100,32892.4000,0.0000,"SOLES",20231030
"FINCYT I","ECT",2009,"101-FINCYT-EQUIP-2009","PLAN GLOBAL DE INVESTIGACION Y DESARROLLO QUE PREVE GARANTIZAR LA PRODUCTIVIDAD DE LOS CULTIVOS DE LANGOSTINOS.",20120730,20140730,"MARINAZUL S.A.","SANTIAGO DE SURCO","LIMA","LIMA",150140,280000.0000,29742.7000,40257.3000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"089-FINCyT-Evento-CT-2008","1ER SEMINARIO REGIONAL DE BIOCOMBUSTIBLES","","","PRACTICAL ACTION","SAN ISIDRO","LIMA","LIMA",150131,24600.0000,0.0000,4000.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"085-FINCyT-Evento-CT-2008","SIMPOSIO INTERNACIONAL DE INGENIERIA NAVAL\, TRANSPORTE MARITIMO Y PESCA INNOVACIONES TECNOLOGICAS PARA EL AHORRO DE ENERGIA EN BUQUES PESQUEROS","","","UNIVERSIDAD NACIONAL DE INGENIERIA UNI","RIMAC","LIMA","LIMA",150128,15000.0000,4500.0000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"088-FINCyT-Evento-CT-2008","VII JORNADAS PERUANAS DE COMPUTACION","","","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","LIMA","LIMA","LIMA",150101,18953.0000,2000.0000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"091-FINCyT-Evento-CT-2008","VIII CONGRESO NACIONAL DE INDUSTRIAS ALIMENTARIAS  VIII CONIA 2008","","","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","LA MOLINA","LIMA","LIMA",150114,30000.0000,38605.0000,32460.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"092-FINCyT-Evento-CT-2008","XI CONGRESO NACIONAL Y IV INTERNACIONAL DE LA CIENCIA DEL SUELO SUELOS: AGRICULTURA SUSTENTABLE\, BIODIVERSIDAD Y AGROFORESTERIA PARA EL DESARROLLO RURAL","","","INSTITUTO DE CULTIVOS TROPICALES","LA BANDA DE SHILCAYO","SAN MARTIN","SAN MARTIN",220909,30000.0000,0.0000,23645.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"090-FINCyT-Evento-CT-2008","SEMANA TECNOLOGICA INTERNACIONAL TELECOMUNICACIONES  INCLUSION DE PERSONAS CON DISCAPACIDAD  PCD  EN EL PERU RETOS Y OPORTUNIDADES","","","UNIDAD EJECUTORA 002 - INICTEL-UNI","SAN BORJA","LIMA","LIMA",150130,29738.0000,22500.0000,31304.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"078-FINCyT-Evento-CT-2008","CONGRESO IBEROAMERICNO DE QUIMICA 75 AÑOS DE LA SOCIEDAD QUIMICA DEL PERU XXIV CONGRESO PERUANO DE QUIMICA","","","SOCIEDAD QUIMICA DEL PERU","LIMA","LIMA","LIMA",150101,30000.0000,95500.0000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2008,"095-FINCyT-Evento-CT-2008","IV INTERNATIONAL CAMPUS COURSE ON DIAGNOSTIC\,THERAPEUTIC AND PREVENTION TECHNIQUES IN REPRODUCTION: APPLYING TO SOUTH AMERICAN CAMELIDS","","","FUNDACION SAN MARCOS PARA EL DESARROLLO DE LA CIENCIA Y LA CULTURA","LIMA","LIMA","LIMA",150101,20000.0000,24700.8000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"031-FINCyT-Evento-CT-2009","FORMACION DE EVALUADOR DE PROCESOS SOFTWARE SEGN LA NORMATIVA INTERNACIONAL IS0/IEC 15504","","","PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU","SAN MIGUEL","LIMA","LIMA",150136,30000.0000,95273.0000,2500.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"049-FINCyT-Evento-CT-2009","PAUTAS PARA ELEVAR LA COMPETITIVIDAD\, AMPLIAR EL HORIZONTE LABORAL Y PERMITIR EL DESAROLLO SOSTENIDO.","","","UNIVERSIDAD NACIONAL DE INGENIERIA UNI","RIMAC","LIMA","LIMA",150128,14290.5700,25590.0000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"128-FINCyT-Evento-CT-2009","SEMINARIO - TALLER INTERNACIONAL: HERRAMIENTAS INFORMATICAS PARA ESTUDIOS DE IMPACTO AMBIENTAL Y MANEJO DE LA VIDA SILVESTRE","","","UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO","INDEPENDENCIA","HUARAZ","ANCASH",020105,13245.0000,11155.0000,0.0000,"SOLES",20231030
"FINCYT I","MISIONES",2008,"083-FINCyT-MISIONES-2008","EMPODERAMIENTO DE CAPACIDADES EN EL SISTEMA INTEGRAL DE PRODUCCIÓN DE CAFES ESPECIALES",20081015,20090115,"CENT.DE COOP.AGR. CAF.VALLES SANDIA LTDA","SAN JUAN DEL ORO","SANDIA","PUNO",211207,29673.3000,11907.6800,16872.0000,"SOLES",20231030
"FINCYT I","MISIONES",2008,"073-FINCyT-MISIONES-2008","MISIN TECNOLGICA A LOS EE.UU.  DE NORTEAMRICA PARA  MOTIVAR LA MODERNIZACIÓN PRODUCTIVA DE LAS  EMPRESAS DEDICADAS A LA CONFECCIÓN DE PRENDAS DE  VESTIR",20081031,20090531,"ASOCIACION DE EXPORTADORES","SAN BORJA","LIMA","LIMA",150130,66436.2100,42104.8000,24331.3300,"SOLES",20231030
"FINCYT I","PITEI",2009,"137-FINCYT-PITEI-2009","IMPLEMENTACION DE UN SISTEMA DE PRODUCCION FLEXIBLE PARA LA INDUSTRIA DE CONFECCIONES TEXTILES",20090914,20110314,"TEXGROUP S.A.","ATE","LIMA","LIMA",150103,181968.0000,11171.0000,595770.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"141-FINCyT-Evento-CT-2009","IMPLEMENTACION DEL XV SIMPOSIO TRI ANUAL DE LA SOCIEDAD INTERNACIONAL DE CULTIVOS DE RAICES TROPICALES. TEMA: LAS RAICES Y TUBERCULOS TROPICALES: UNA OPORTUNIDAD CONVENIENTE PARA EL MUNDO.","","","CENTRO INTERNACIONAL DE LA PAPA","LA MOLINA","LIMA","LIMA",150114,25000.0000,245000.0000,90000.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"142-FINCyT-Evento-CT-2009","INNOVACION AGRARIA EN EL NORTE DEL PERU: INTERACCION DE REDES Y CADENAS PRODUCTIVAS PARA LA INNOVACION","","","ASOCIACION PARA LA CIENCIA E INNOVACION AGRARIA DE LA RED NORTE","PIURA","PIURA","PIURA",200101,25000.0000,5560.0000,9200.0000,"SOLES",20231030
"FINCYT I","PITEI",2009,"146-FINCYT-PITEI-2009","SWAP SMART PLATAFORMA INTELIGENTE PARA EL ANÁLISIS DE CALIDAD Y AHORRO DE ENERGÍA",20091015,20111229,"I + T SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","LOS OLIVOS","LIMA","LIMA",150117,269285.7100,19175.4500,37080.0000,"SOLES",20231030
"FINCYT I","PITEA",2009,"147-FINCYT-PITEA-2009","SISTEMA DE MONITOREO Y ESTIMACIÓN DE LA CAPITALIZACIÓN DE LAS PLANTACIONES REFORESTADAS",20091111,20120219,"REFORESTADORA AMAZONICA S.A.","PUERTO INCA","PUERTO INCA","HUANUCO",100901,403722.4000,20134.5900,294035.0000,"SOLES",20231030
"FINCYT I","PITEA",2009,"153-FINCYT-PITEA-2009","FOMENTAR EL DESARROLLO DEL MERCADO LOCAL DE PRODUCTOS NATURALES AUTÓCTONOS  ALTERNATIVOS A LA TERAPIA DE REEMPLAZO HORMONAL\, CON POTENCIAL DESARROLLO EN EL MERCADO DE EXPORTACIÓN",20091105,20130704,"HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ATE","LIMA","LIMA",150103,404056.4200,186924.5800,264154.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"135-FINCyT-Evento-CT-2009","IX CONGRESO NACIONAL DE CIENCIA Y TECNOLOGIA DE ALIMENTOS -IX CONACYTA","","","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","RUPA-RUPA","LEONCIO PRADO","HUANUCO",100601,25000.0000,18180.0000,42500.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"139-FINCyT-Evento-CT-2009 ","II CONGRESO NACIONAL SOBRE PRODUCCION ORGANICA \\"INNOVACIÓN PARA CONSOLIDAR NUESTRA COMPETITIVIDAD\\" RETOS Y OPORTUNIDADES","","","INIA- ESTACIÓN EXPERIMENTAL AGRARIA DONOSO HUARAL","HUARAL","HUARAL","LIMA",150601,25000.0000,100.0000,4500.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"138-FINCyT-Evento-CT-2009","IV CONVENCION NACIONAL DE ACUICULTURA","","","FONDO NACIONAL DE DESARROLLO PESQUERO","LIMA","LIMA","LIMA",150101,25000.0000,0.0000,3000.0000,"SOLES",20231030
"FINCYT I","MISIONES",2009,"168-FINCYT-MISIONES-2009","MISIÓN TECNOLÓGICA A VALENCIA - ESPAÑA SOBRE TECNOLOGIA Y CALIDAD PARA LAS CADENAS PRODUCTIVAS DEL SECTOR MADERAS Y SU MANUFACTURAS.",20100129,20100417,"CONFEDERACION PERUANA DE LA MADERA","MIRAFLORES","LIMA","LIMA",150122,15867.9000,19330.1800,0.0000,"DOLARES",20231030
"FINCYT I","EVENTOS",2009,"152-FINCyT-Evento-CT-2009","IX CONGRESO NACIONAL DE INDUSTRIAS ALIMENTARIAS (IX CONIA 2009)","","","UNIVERSIDAD NACIONAL DE SAN AGUSTIN","AREQUIPA","AREQUIPA","AREQUIPA",040101,30000.0000,2324.0000,4675.9000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"157-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - DANIEL EFRAIN APAZA APAZA",20091130,20091130,"APAZA APAZA DANIEL EFRAIN","PUNO","PUNO","PUNO",210101,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"158-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - MARCO ANTONIO RIVERA JACINTO",20091126,20121125,"RIVERA JACINTO MARCO ANTONIO","CAJAMARCA","CAJAMARCA","CAJAMARCA",060101,41000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"159-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - JESUS HUMBERTO TAMARIZ ORTIZ",20091124,20091124,"TAMARIZ ORTIZ JESUS HUMBERTO","LIMA","LIMA","LIMA",150101,23000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"161-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - JORGE ENRIQUE RODRIGUEZ BALLON",20100416,20100416,"RODRIGUEZ BALLON JORGE LUIS","CALLAO","PROV. CONST. DEL CALLAO","CALLAO",070101,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"163-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - SEGUNDO ROSALI JAUREGUI ROSAS",20091124,20091124,"JAUREGUI ROSAS SEGUNDO ROSALI","","","","",41000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"164-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - OMAR JUSTO ZEBALLOS CACERES",20100422,20100422,"ZEBALLOS CACERES OMAR JUSTO","AREQUIPA","AREQUIPA","AREQUIPA",040101,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"165-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - GUSTAVO ADOLFO RUIZ TAY",20091216,20091216,"RUIZ TAY GUSTAVO ADOLFO","PACHACAMAC","LIMA","LIMA",150123,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"166-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - GREGORIO FRUCTUOSO ARGOTE QUISPE",20091211,20100610,"ARGOTE QUISPE GREGORIO FRUCTUOSO","PUNO","PUNO","PUNO",210101,26000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"149-FINCyT-EVENTO CT-2009","SEMINARIO \\"APROVECHAMIENTO DE RESIDUOS AGROINDUSTRIALES A TRAVÉS DE PROCESOS DE DIGESTIÓN ANAEROBIA\, PARA LA PRODUCCIÓN DE ENERGÍA Y BIOFERTILIZANTES.\\"","","","INSTITUTO DE INVESTIGACION Y DESARROLLO PARA EL SUR","CAYMA","AREQUIPA","AREQUIPA",040103,22391.0000,9863.0000,3500.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"151-FINCyT-Evento CT-2009","CONGRESO INTERNACIONAL DE COMPUTACION Y TELECOMUNICACIONES COMTEL 2009","","","UNIVERSIDAD INCA GARCILASO DE LA VEGA","LINCE","LIMA","LIMA",150116,19910.0000,34270.0000,1270.0000,"SOLES",20231030
"FINCYT I","EVENTOS",2009,"150-FINCyT-Evento CT-2009","TECNICAS DE REUSO DE ACTIVOS SOFTWARE Y SU APLICACION A ACTIVOS DE INGENIERIA DE REQUISITOS","","","FUNDACION UNIVERSITARIA IBEROAMERICANA","SANTIAGO DE SURCO","LIMA","LIMA",150140,20620.0000,5324.0000,0.0000,"SOLES",20231030
"FINCYT I","PITEA",2009,"172-FINCyT-PITEA-2009","REHABILITACIÓN DE ÁREAS DEGRADADAS MEDIANTE EL USO DE MICORRIZAS NATIVAS ASOCIADAS A ESPECIES AGROFORESTALES DE ALTO VALOR COMERCIAL EN LA AMAZONIA PERUANA.",20091216,20120730,"AGRO SELVA PERU S.R.L.","CALLERIA","CORONEL PORTILLO","UCAYALI",250101,347254.0500,25469.0000,58300.0000,"SOLES",20231030
"FINCYT I","PITEA",2009,"173-FINCyT-PITEA-2009","INNOVACIÓN EN EL CULTIVO DE LA PIÑA EN LA SELVA CENTRAL A TRAVÉS DE LA INTRODUCCIÓN MASAL DE LA VARIEDAD MD-2 PARA LA MEJORA DE LA COMPETITIVIDAD Y NUEVAS OPORTUNIDADES DE MERCADO.",20100106,20130330,"AGROCONSULTING ENGINEERING SOCIEDAD ANONIMA CERRADA-AGROCONSULTING ENGINEERING S.A.C.","LA MOLINA","LIMA","LIMA",150114,402804.1800,40717.4900,66950.0000,"SOLES",20231030
"FINCYT I","DISEÑO MAESTRIAS",2009,"155-FINCYT-MAESTRIAS-2009","MAESTRIA EN POLITICAS Y GESTION DE LA CIENCIA\, TECNOLOGIA E INNOVACION . FINCYT-CAYETANO",20091229,20130804,"UNIVERSIDAD PERUANA CAYETANO HEREDIA","SAN MARTIN DE PORRES","LIMA","LIMA",150135,203229.8000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","DISEÑO CURSOS",2009,"156-FINCYT-CURSO-2009","CONVENIO DE COOPERACIÓN TÉCNICA ADMINISTRATIVA ENTRE EL PROGRAMA DE CIENCIA Y TECNOLOGÍA DE LA PRESIDENCIA DEL CONSEJO DE MINISTROS EN SU CALIDAD DE ORGANISMO EJECUTOR DEL PRÉSTAMO N° 1663/OC-PE PERÚ - BID Y LA PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ.",20100303,20110203,"PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU","SAN MIGUEL","LIMA","LIMA",150136,45724.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","DISEÑO MAESTRIAS",2009,"154-FINCYT-MAESTRIA-2009","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGIA",20100331,20150929,"PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU","SAN MIGUEL","LIMA","LIMA",150136,156213.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","PASANTIAS",2009,"148-FINCyT-PT-2009 ","INNOVACION DE SERVICIOS DE DIAGNOSTICO EN DERMATOPATOLOGA",20100226,20100526,"BIO PAP SERVICE S.A.C.","JESUS MARIA","LIMA","LIMA",150113,2861.5700,5084.7500,0.0000,"DOLARES",20231030
"FINCYT I","PITEI",2010,"005-FINCyT-PITEI-2010 ","INNOVACION EN LA TRANSFORMACION DE UN MINERAL DE MANGANESO DE CAJAMARCA A SULFATO DE MANGANESO DE USO AGROINDUSTRIAL PARA EL CONSUMO NACIONAL E INTERNACIONAL",20100301,20130215,"DIAMOND CORPORACION S A","SAN ISIDRO","LIMA","LIMA",150131,269235.7800,131198.6200,147500.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"004-FINCyT-PITEI-2010 ","PLATAFORMA DE INFORMACIÓN CATASTRAL EN LÍNEA MEDIANTE GEODESIA\, IMÁGENES DE SATÉLITE Y SOFTWARE SIG LIBRE COMO INSTRUMENTO INNOVADOR PARA LA PLANIFICACIÓN DEL TERRITORIO",20100219,20110818,"ECOSOLUTION S.A.C","MIRAFLORES","AREQUIPA","AREQUIPA",040110,269228.0300,38859.8200,71476.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"003-FINCyT-PITEI-2010 ","DISEÑO Y CONSTRUCCION DE MAQUINARIA PARA LA PRODUCCION DE LICOR DE CACAO",20100301,20111028,"IND. METALICA SARA S.R.L.","VILLA RICA","OXAPAMPA","PASCO",190307,151582.5000,79232.5000,20382.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"009-FINCyT-PITEI-2010 ","DEFINICION DE UNA CERTIFICACION DE PROCESOS PARA PYMES DE TECNOLOGIAS DE INFORMACION BASADA EN NORMAS INTERNACIONALES ISO/IEC USANDO UN METODO DE EVALUACION PROPIA Y UNA HERRAMIENTA DE SOPORTE",20100301,20110531,"ACKLIS SOCIEDAD ANONIMA CERRADA","","","","",269213.6800,14313.1200,13500.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"006-FINCyT-PITEI-2010 ","MEJORAMIENTO DE LA TECNOLOGIA DE SECADO DE PIMIENTOS PARA EXPORTACION\, EN LA REGION AREQUIPA",20100224,20130530,"CONSORCIO PERU - MURCIA S.A.C.","AREQUIPA","AREQUIPA","AREQUIPA",040101,153664.9700,27678.2900,73080.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"007-FINCyT-PITEI-2010 ","MEJORAMIENTO DEL USO DE HONGOS ANTAGONISTAS EN EL CONTROL DE HONGOS FITOPATÓGENOS DEL SUELO\, EN CULTIVOS DE CEBOLLA AMARILLA Y PIMIENTO PARA EXPORTACIÓN\, EN LA REGIÓN AREQUIPA.",20100319,20130606,"NOVAGRI S.A.C.","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,186668.7200,29178.3300,44470.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"010-FINCyT-PITEI-2010 ","INNOVACIONES SENCILLAS DE TRATAMIENTO DE AGUA PARA CONSUMO HUMANO A NIVEL DOMICILIAR ADAPTANDO LOS FILTROS BIOARENA PARA REMOVER ADICIONALMENTE METALES PESADOS (AS\, CD\, CR\, PB\, CU\, FE\, ZN).",20100312,20110630,"LABORATORIOS ANALITICOS DEL SUR E.I.R.L.","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,268781.8500,35365.0500,110580.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"036-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - YUBER ELMER VELAZCO PAREDES",20090225,20090724,"VELAZCO PAREDES YUBER ELMER","SAN MARTIN DE PORRES","LIMA","LIMA",150135,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"033-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - JULIO CARRASCO BOCANGEL",20090225,20090724,"CARRASCO BOCANGEL JULIO CESAR","SOCABAYA","AREQUIPA","AREQUIPA",040122,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS NACIONALES",2009,"034-2009-FINCYT-BDN","BECAS DE DOCTORADO NACIONALES - ROXANA FLORES QUISPE",20090225,20090424,"FLORES QUISPE ROXANA","INDEPENDENCIA","LIMA","LIMA",150112,50000.0000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","PITEI",2010,"012-FINCyT-PITEI-2010","DESARROLLO DE LA PRODUCCION Y COMERCIALIZACION DE ACEITE DE PEPA DE UVA\, CON FINES NUTRACEUTICOS EN LA REGION AREQUIPA",20100413,20130629,"VIÑA VITOR S.A.C.","CAYMA","AREQUIPA","AREQUIPA",040103,193126.8500,11908.5300,36370.0000,"SOLES",20231030
"FINCYT I","MISIONES",2010,"015-FINCYT-MISIONES-2010","MISIÓN TECNOLÓGICA A LOS ANGELES  UNIDOS SOBRE INNOVACIÓN DE PRODUCTOS\, CANALES DE DISTRIBUCIÓN\, TECNOLOGÍA Y CALIDAD PARA PRODUCTOS NATURALES ORGÁNICOS.",20100510,20100710,"CAMARA DE COMERCIO DE LIMA","JESUS MARIA","LIMA","LIMA",150113,15521.8100,15548.7400,0.0000,"DOLARES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"017-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"CEDRON LASSUS MARIO FERNANDO","SANTIAGO DE SURCO","LIMA","LIMA",150140,15300.4000,15300.4000,0.0000,"SOLES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"018-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"MEJIA ZORRILLA JESUS MILAGROS","SANTIAGO DE SURCO","LIMA","LIMA",150140,15300.4000,15300.4000,0.0000,"SOLES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"019-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"YOSHIMURA MATSUKI JENNY MERY","JESUS MARIA","LIMA","LIMA",150113,15300.4000,15300.4000,0.0000,"SOLES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"020-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"ARENAS IPARRAGUIRRE JUAN JESUS","CARABAYLLO","LIMA","LIMA",150106,15300.4000,15300.4000,0.0000,"SOLES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"021-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"GORDILLO CORRALES ERNESTO IVAN","LIMA","LIMA","LIMA",150101,15300.4000,0.0000,0.0000,"SOLES",20231030
"FINCYT I","BECAS CONCURSO MAESTRIA",2010,"022-2010-FINCYT-BCM","MAESTRIA EN GESTION Y POLITICA DE LA INNOVACION Y LA TECNOLOGA - PUCP",20100323,20120323,"HERNANDEZ CENZANO CARLOS GUILLERMO","LA MOLINA","LIMA","LIMA",150114,15300.4000,15300.4000,0.0000,"SOLES",20231030
